afk_sweep -> /home/ben/PycharmProjects/resonance-lighting/ops/bench/data/ca/2026-06-10-afk-sweep-0031.jsonl
patterns=['RGB', 'W', 'RGBW'] gammas=[0, 1] levels=[0, 16, 32, 48, 64, 96, 128, 160, 192, 224, 255]
floor=2.9 V  max=120.0 min
start: battery_v=3.194 soc=33 supply_v=0.02

cyc g  pat  lvl  LED_mA battINA gauge_mA    bv soc mAh_ina  mAh_g
 11 0    W  224    58.0  -184.6 -185.234 3.156  12   153.1  167.6
 11 0    W  255    66.6  -194.0 -208.047 3.146  12   153.3  167.8
 11 0 RGBW    0     2.0  -120.3 -128.359 3.191  12   153.5  167.9
 11 0 RGBW   16    19.0  -141.1 -150.859 3.144  12   153.6  168.1
 11 0 RGBW   32    37.2  -162.2 -176.016 3.194  12   153.8  168.3
 11 0 RGBW   48    55.3  -184.1 -316.016 3.121  12   154.0  168.7
 11 0 RGBW   64    73.4  -205.3 -128.125 3.188  12   154.2  168.8
 11 0 RGBW   96   110.2  -248.5 -229.453 3.128  12   154.5  169.0
 11 0 RGBW  128   146.8  -291.8 -218.594 3.148  12   154.8  169.3
 11 0 RGBW  160   183.8  -335.2 -474.844 3.042  12   155.2  169.8
 11 0 RGBW  192   220.7  -379.7 -323.203 3.034  12   155.7  170.2
 11 0 RGBW  224   257.4  -422.6 -405.234  3.07  11   156.1  170.7
 11 0 RGBW  255   295.2  -468.5 -506.328 2.976  11   156.7  171.2
 11 1  RGB    0    -2.7  -120.7 -129.922 3.183  11   156.8  171.4
 11 1  RGB   16    -5.8  -120.8 -124.688 3.189  11   156.9  171.5
 11 1  RGB   32     3.0  -121.8 -128.125 3.186  11   157.1  171.7
 11 1  RGB   48     4.8  -123.6 -135.781 3.187  11   157.2  171.8
 11 1  RGB   64     8.1  -127.8 -120.156 3.189  11   157.4  171.9
 11 1  RGB   96    20.9  -142.9 -295.156 3.145  11   157.5  172.3
 11 1  RGB  128    42.9  -168.8   -202.5 3.161  11   157.7  172.5
 11 1  RGB  160    76.9  -207.6 -208.281 3.188  11   157.9  172.7
 11 1  RGB  192   123.3  -261.5 -222.344 3.117  11   158.2  173.0
 11 1  RGB  224   184.3  -332.5 -450.234 3.015  11   158.6  173.5
 11 1  RGB  255   259.2  -420.1 -461.094 3.008  11   159.1  174.0
 11 1    W    0     2.0  -120.6 -135.469 3.186  11   159.2  174.2
 11 1    W   16    -4.7  -120.4 -137.344 3.184  11   159.3  174.3
 11 1    W   32     2.0  -120.4 -141.094 3.188  11   159.5  174.5
 11 1    W   48     2.6  -120.9 -127.578 3.184  11   159.6  174.6
 11 1    W   64     3.2  -122.1 -126.484  3.19  11   159.8  174.8
 11 1    W   96     3.4  -125.8 -129.141 3.191  11   159.9  174.9
 11 1    W  128     8.9  -131.8 -149.531 3.179  11   160.0  175.1
 11 1    W  160    17.0  -142.0 -175.703 3.171  11   160.2  175.3
 11 1    W  192    30.2  -155.1 -150.078 3.189  11   160.4  175.4
 11 1    W  224    46.1  -172.8 -208.828 3.149  11   160.6  175.7
 11 1    W  255    66.8  -194.0   -207.5 3.147  11   160.8  175.9
 11 1 RGBW    0    -0.3  -120.0 -128.125  3.19  11   160.9  176.0
 11 1 RGBW   16     0.1  -120.2 -129.141 3.191  11   161.1  176.2
 11 1 RGBW   32     3.0  -121.7 -136.797 3.193  11   161.2  176.3
 11 1 RGBW   48     4.9  -123.9 -127.266 3.193  11   161.3  176.5
 11 1 RGBW   64     9.0  -128.9 -127.578 3.192  11   161.5  176.6
 11 1 RGBW   96    23.8  -146.5 -125.469 3.192  11   161.6  176.8
 11 1 RGBW  128    48.7  -175.9 -312.031 3.124  11   161.8  177.1
 11 1 RGBW  160    87.8  -222.0 -128.906 3.189  11   162.1  177.2
 11 1 RGBW  192   140.9  -284.2 -345.703 3.036  11   162.4  177.6
 11 1 RGBW  224   210.0  -366.7 -506.094 2.986  11   162.8  178.2
 11 1 RGBW  255   296.5  -469.8 -505.859  2.98  11   163.3  178.8
 12 0  RGB    0     0.4  -120.3 -128.359 3.188  11   163.5  178.9
 12 0  RGB   16    17.0  -138.8 -169.922 3.168  11   163.6  179.1
 12 0  RGB   32    33.0  -157.0 -126.484 3.189  11   163.8  179.3
 12 0  RGB   48    49.0  -175.4  -131.25 3.186  11   164.0  179.4
 12 0  RGB   64    65.0  -194.0 -129.688 3.187  11   164.2  179.6
 12 0  RGB   96    97.0  -230.9   -280.0 3.117  11   164.5  179.9
 12 0  RGB  128   129.3  -268.4 -136.562  3.18  11   164.8  180.0
 12 0  RGB  160   161.4  -306.2   -297.5 3.081  11   165.1  180.3
 12 0  RGB  192   193.9  -343.9 -374.766 3.084  11   165.5  180.8
 12 0  RGB  224   226.7  -381.9 -377.188 3.043  11   165.9  181.2
 12 0  RGB  255   259.2  -420.5   -460.0 3.003  11   166.4  181.7
 12 0    W    0    -4.7  -120.0 -136.562 3.182  11   166.5  181.8
 12 0    W   16     1.0  -125.0   -135.0 3.187  11   166.7  182.0
 12 0    W   32     4.8  -129.7 -153.516 3.176  10   166.8  182.2
 12 0    W   48    10.6  -133.7 -165.703  3.18  10   167.0  182.4
 12 0    W   64    14.6  -138.6 -171.797 3.168  10   167.1  182.5
 12 0    W   96    23.6  -148.0 -129.688 3.177  10   167.3  182.7
 12 0    W  128    31.2  -157.1 -200.391 3.148  10   167.5  182.9
 12 0    W  160    40.3  -166.2 -201.641  3.16  10   167.6  183.1
 12 0    W  192    49.3  -175.8 -211.172 3.146  10   167.8  183.4
 12 0    W  224    58.0  -184.9 -186.562 3.158  10   168.0  183.6
 12 0    W  255    66.6  -193.8 -210.938 3.146  10   168.3  183.8
 12 0 RGBW    0    -2.2  -120.0 -129.453  3.19  10   168.4  184.0
 12 0 RGBW   16    19.0  -140.6 -129.922 3.189  10   168.6  184.1
 12 0 RGBW   32    37.1  -162.6 -152.734 3.186  10   168.7  184.3
 12 0 RGBW   48    55.5  -184.0 -188.203 3.141  10   168.9  184.5
 12 0 RGBW   64    73.5  -209.1 -134.688  3.14  10   169.2  184.6
 12 0 RGBW   96   109.8  -253.6 -465.625 3.042  10   169.5  185.2
 12 0 RGBW  128   147.2  -291.4 -415.859 2.988  10   169.8  185.6
 12 0 RGBW  160   184.5  -336.2 -408.438 3.034  10   170.2  186.1
 12 0 RGBW  192   221.3  -380.0   -415.0 2.989  10   170.6  186.6
 12 0 RGBW  224   258.2  -423.8 -510.547 2.979  10   171.1  187.1
 12 0 RGBW  255   295.0  -468.3 -500.781 2.978  10   171.6  187.7
 12 1  RGB    0    -3.3  -121.6 -137.109 3.181  10   171.7  187.8
 12 1  RGB   16    -0.8  -125.2 -135.781 3.183  10   171.9  188.0
 12 1  RGB   32     3.0  -126.4 -132.578 3.182  10   172.0  188.2
 12 1  RGB   48     4.2  -126.3 -128.594 3.186  10   172.2  188.3
 12 1  RGB   64     8.0  -127.9  -126.25 3.189  10   172.3  188.4
 12 1  RGB   96    20.9  -143.3 -128.906 3.186  10   172.5  188.6
 12 1  RGB  128    42.3  -173.4 -204.609 3.146  10   172.7  188.8
 12 1  RGB  160    76.4  -212.1 -270.469 3.099  10   172.9  189.1
 12 1  RGB  192   123.5  -266.9 -129.453 3.171  10   173.2  189.3
 12 1  RGB  224   184.4  -332.9 -458.672 3.008  10   173.6  189.8
 12 1  RGB  255   259.3  -420.4   -455.0 3.008  10   174.0  190.3
 12 1    W    0    -3.6  -120.2  -131.25 3.187  10   174.2  190.4
 12 1    W   16    -2.5  -120.0 -126.484 3.189  10   174.3  190.6
 12 1    W   32     2.0  -120.8 -127.266 3.188  10   174.4  190.7
 12 1    W   48     2.5  -121.0 -127.578 3.189  10   174.6  190.8
 12 1    W   64     3.0  -122.0 -146.875 3.186  10   174.7  191.0
 12 1    W   96     1.9  -126.1  -131.25 3.187  10   174.8  191.2
 12 1    W  128     8.8  -132.2 -130.234  3.19  10   175.0  191.3
 12 1    W  160    16.1  -142.0   -190.0 3.167  10   175.2  191.5
 12 1    W  192    30.0  -155.1 -203.828 3.148  10   175.3  191.8
 12 1    W  224    46.2  -172.7 -169.688 3.166  10   175.5  192.0
 12 1    W  255    67.0  -194.2 -215.938 3.144  10   175.7  192.2
 12 1 RGBW    0     1.1  -120.3 -161.406 3.188  10   175.9  192.4
 12 1 RGBW   16    -4.3  -120.2 -129.141 3.193  10   176.0  192.5
 12 1 RGBW   32     2.9  -122.2 -133.672 3.187  10   176.2  192.7
 12 1 RGBW   48     5.0  -123.4 -127.812 3.179  10   176.3  192.8
 12 1 RGBW   64     9.0  -128.9 -150.078 3.168  10   176.4  193.0
 12 1 RGBW   96    23.6  -146.5 -129.453  3.19  10   176.6  193.1
 12 1 RGBW  128    48.9  -176.2 -276.875 3.111  10   176.8  193.4
 12 1 RGBW  160    87.8  -221.7 -406.562 3.063  10   177.0  193.9
 12 1 RGBW  192   141.3  -285.0 -313.359 3.138  10   177.4  194.2
 12 1 RGBW  224   210.1  -367.4 -255.703 3.132  10   177.8  194.5
 12 1 RGBW  255   296.9  -470.0 -516.406 2.974  10   178.3  195.1
 13 0  RGB    0    -3.3  -120.6 -129.453 3.188  10   178.4  195.3
 13 0  RGB   16    16.9  -138.5 -128.594 3.187  10   178.6  195.4
 13 0  RGB   32    33.0  -157.3 -170.938 3.144  10   178.8  195.6
 13 0  RGB   48    49.0  -175.6 -125.938 3.171  10   179.0  195.7
 13 0  RGB   64    64.8  -193.9 -122.031 3.185  10   179.2  195.9
 13 0  RGB   96    97.0  -231.4 -364.766 3.095   9   179.4  196.3
 13 0  RGB  128   129.2  -268.8 -130.469 3.175   9   179.7  196.4
 13 0  RGB  160   161.5  -306.0 -389.062 3.071   9   180.1  196.8
 13 0  RGB  192   194.3  -344.0 -242.734 3.115   9   180.5  197.1
 13 0  RGB  224   226.5  -381.7 -452.344 3.011   9   180.9  197.7
 13 0  RGB  255   259.0  -420.4 -454.766 3.005   9   181.4  198.2
 13 0    W    0     2.0  -120.3 -128.359 3.184   9   181.5  198.3
 13 0    W   16     1.2  -124.8 -146.641 3.182   9   181.7  198.5
 13 0    W   32     4.0  -130.0 -149.531  3.17   9   181.8  198.6
 13 0    W   48     9.5  -134.0 -152.188 3.178   9   182.0  198.8
 13 0    W   64    14.8  -138.9 -149.531 3.179   9   182.1  199.0
 13 0    W   96    23.0  -147.8 -134.453 3.178   9   182.3  199.1
 13 0    W  128    31.4  -157.0   -185.0 3.161   9   182.5  199.3
 13 0    W  160    40.2  -166.2 -172.031 3.174   9   182.6  199.5
 13 0    W  192    49.3  -175.6 -214.688 3.145   9   182.8  199.8
 13 0    W  224    58.0  -184.9 -207.266 3.147   9   183.0  200.0
 13 0    W  255    66.7  -193.9 -209.375 3.145   9   183.3  200.2

DONE (coulomb-budget 200.0mAh (ina=183 gauge=200)) after 54.8 min, 13 cycles.
coulomb removed: INA-battery 183.3 mAh | gauge 200.2 mAh | SOC 33% -> (see last row)
JSONL: /home/ben/PycharmProjects/resonance-lighting/ops/bench/data/ca/2026-06-10-afk-sweep-0031.jsonl
